name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,mhi,emhi,grpsig_gapper,grprproj_smooth,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_dyn_gapper,grpsig_smooth,logmh,grpn,grprproj,grp,grpsig_stack,logmh_dyn_smooth
rf0042 ,0.01,0.26,0.02,0.01,0.38,0.05,14.88,0.08,-99.0,18.17,0.03,-0.29351457,0.05,0.22,-99.0,0.12,10.146464,0.06,-99.0,15.26,9.25,16.64,-99.0,16.26,0.4,1.43,0.03,14.76,16.1,0.84,0.2,20.74,0.69,0.03,2.39,3.12,1.36,1.22,8.83,-99.0,5933.2,-99.0,0.03,-18.43,2.15,15.98,0.21,0.03,0.03,5900.3,0.03,0.24,0.02,14.58,17.53,1,2501570000.0,72979900.0,109.42,74.4778,74.4778,-21.2583,12.0667,93.8839,12.1998,74.4778,11.9869,2.0,0.0452102,33.0,74.4778,12.4766
rf0043 ,0.01,0.43,0.02,0.01,0.06,0.05,11.19,0.08,11.08,16.02,0.03,-0.33044733,0.04,0.07,-99.0,0.11,10.157937,0.06,0.08,11.99,14.03,14.05,-99.0,13.55,0.67,1.91,-0.09,11.35,13.3,0.81,0.2,26.86,0.14,0.02,3.03,3.89,1.79,1.56,10.21,-99.0,5933.2,-99.0,0.02,-21.16,2.77,13.13,0.21,0.03,0.03,5966.1,0.01,0.1,0.02,11.37,15.24,1,4181410000.0,78408500.0,109.42,74.4778,74.4778,-21.2583,12.0667,93.8839,12.1998,74.4778,11.9869,2.0,0.0452102,33.0,74.4778,12.4766
rf0044 ,0.01,0.38,0.02,0.01,0.26,0.04,13.5,0.08,13.74,18.54,0.03,0.77170063,0.02,0.34,0.24,0.11,10.247671,0.06,0.23,14.4,4.52,16.2,14.75,15.73,0.58,1.69,-0.09,13.53,15.52,0.53,0.19,13.29,0.45,0.02,2.87,3.64,1.76,1.56,9.25,-99.0,5794.85,-99.0,0.02,-18.92,2.46,15.39,0.2,0.03,0.05,5808.1,0.02,0.17,0.02,13.8,17.38,1,906156000.0,29992500.0,23.485,38.1625,38.1625,-19.1725,11.0102,18.7383,11.2063,38.1625,11.2549,2.0,0.0996297,35.0,38.1625,11.7795
rf0045 ,0.01,0.32,0.02,0.01,0.11,0.04,15.43,0.07,-99.0,19.36,0.03,0.90804605,0.07,0.77,0.22,0.1,10.268057,0.05,-99.0,15.71,3.06,17.56,16.36,17.18,0.5,1.63,0.13,-99.0,16.98,0.62,0.18,7.98,-99.0,0.02,2.7,3.5,1.57,1.39,8.55,-99.0,5794.85,-99.0,0.03,-17.46,2.43,16.81,0.18,0.02,0.14,5781.6,0.03,0.4,0.02,15.32,18.6,1,244530000.0,18789800.0,23.485,38.1625,38.1625,-19.1725,11.0102,18.7383,11.2063,38.1625,11.2549,2.0,0.0996297,35.0,38.1625,11.7795
rf0046 ,0.01,0.44,0.02,0.01,0.52,0.05,16.02,0.08,-99.0,20.59,0.03,-1.1959734,0.08,0.56,0.89,0.11,10.372211,0.06,-99.0,-99.0,5.45,18.29,17.15,17.8,0.66,1.8,0.01,-99.0,17.53,0.62,0.2,11.8,-99.0,0.02,2.97,3.75,1.83,1.61,8.45,-99.0,5385.1,-99.0,0.03,-16.69,2.58,17.35,0.21,0.03,0.06,5385.1,0.12,-99.0,0.02,15.96,19.34,0,0.0,0.0,0.0,0.0,0.0,-16.692,0.0,0.0,0.0,0.0,10.783,1.0,0.0,414.0,0.0,0.0
rf0047 ,0.01,0.66,0.02,0.01,0.08,0.04,14.23,0.08,13.87,21.05,0.03,1.0737683,0.05,0.15,0.28,0.11,10.400047,0.06,0.07,15.11,3.77,17.23,15.34,16.53,0.96,2.19,0.0,14.44,16.19,0.9,0.19,8.96,0.16,0.03,3.56,4.35,2.34,2.04,9.21,-99.0,5555.55,-99.0,0.03,-18.02,2.97,15.97,0.19,0.02,0.08,5555.9,0.26,0.13,0.02,14.27,18.69,1,58150600.0,0.0,0.620099,78.6202,78.6202,-20.3852,7.74565,0.494768,7.94177,78.6202,11.6079,2.0,0.0777174,36.0,78.6202,11.9186
rf0048 ,0.01,0.27,0.02,0.01,0.27,0.04,13.41,0.08,13.17,17.75,0.03,0.2580295,0.04,0.52,-99.0,0.1,10.408329,0.05,0.56,14.65,7.91,16.15,-99.0,15.79,0.43,1.51,-0.03,14.86,15.6,0.76,0.18,23.07,0.77,0.03,2.51,3.27,1.43,1.27,8.99,-99.0,5459.1,-99.0,0.04,-18.76,2.27,15.47,0.19,0.02,0.03,5543.7,0.03,0.17,0.03,14.39,17.17,1,2811290000.0,269988000.0,149.95,38.1625,38.1625,-19.2193,12.1537,119.643,12.3498,38.1625,11.2669,2.0,0.0340085,37.0,38.1625,11.7795
rf0049 ,0.01,0.25,0.02,0.01,0.1,0.04,14.47,0.08,14.46,18.13,0.03,0.20896589,0.06,0.75,0.82,0.11,10.417365,0.06,0.18,14.83,5.19,16.73,15.43,16.41,0.4,1.52,-0.09,14.24,16.25,0.65,0.19,10.54,0.33,0.03,2.43,3.23,1.31,1.16,8.67,-99.0,5459.1,-99.0,0.03,-18.07,2.31,16.11,0.19,0.02,0.03,5374.5,0.03,0.13,0.02,14.58,17.65,1,1713630000.0,123764000.0,149.95,38.1625,38.1625,-19.2193,12.1537,119.643,12.3498,38.1625,11.2669,2.0,0.0340085,37.0,38.1625,11.7795
rf0050 ,0.01,0.49,0.02,0.01,0.32,0.05,11.56,0.08,12.08,17.07,0.03,1.1774094,0.02,0.33,0.05,0.11,10.442419,0.06,0.06,12.82,12.97,14.84,13.22,14.3,0.74,1.92,-0.09,12.16,14.02,0.7,0.2,25.73,0.13,0.02,3.09,3.88,1.91,1.66,9.99,-99.0,5555.55,-99.0,0.02,-20.25,2.71,13.82,0.21,0.03,0.05,5555.2,0.02,0.2,0.02,11.65,16.03,1,1887640000.0,163496000.0,0.620099,78.6202,78.6202,-20.3852,7.74565,0.494768,7.94177,78.6202,11.6079,2.0,0.0777174,36.0,78.6202,11.9186
rf0051 ,0.01,0.28,0.02,0.01,0.26,0.04,15.7,0.08,-99.0,19.87,0.03,-1.0238153,0.08,0.71,0.35,0.1,10.459986,0.06,-99.0,15.86,3.84,17.83,17.17,17.48,0.43,1.48,0.11,13.04,17.28,0.66,0.18,8.62,0.86,0.03,2.61,3.38,1.57,1.41,8.35,-99.0,5942.5,-99.0,0.02,-17.22,2.25,17.13,0.19,0.02,0.13,5942.5,0.1,0.26,0.02,16.0,18.96,1,971075000.0,59010800.0,80.9123,0.0,0.0,-17.7974,10.9104,64.5587,11.1065,0.0,10.8799,1.0,0.00667051,38.0,0.0,0.0
rf0052 ,0.01,0.63,0.02,0.01,0.11,0.04,14.51,0.07,14.4,21.27,0.03,0.71905499,0.03,0.16,0.2,0.1,10.515688,0.05,0.34,14.84,4.88,17.22,15.62,16.54,0.91,2.1,0.0,14.47,16.21,0.73,0.17,13.41,0.46,0.03,3.43,4.18,2.23,1.96,9.07,-99.0,5522.16,-99.0,0.02,-17.98,2.85,16.04,0.17,0.02,0.13,5490.2,0.3,0.1,0.02,14.69,18.62,1,47198000.0,0.0,65.7579,123.462,123.462,-21.9509,12.1683,62.1555,12.2173,123.462,12.4029,3.0,0.130326,39.0,123.462,13.0878
rf0053 ,0.01,0.35,0.01,0.01,0.26,0.03,14.26,0.06,-99.0,19.3,0.02,-0.087803967,0.04,0.49,0.2,0.08,10.538529,0.05,-99.0,15.16,3.69,17.02,15.62,16.63,0.55,1.72,0.08,14.61,16.42,0.79,0.15,8.99,0.25,0.02,2.91,3.77,1.74,1.54,8.73,-99.0,5513.0,-99.0,0.03,-17.89,2.57,16.23,0.16,0.02,0.12,5513.0,0.04,0.11,0.02,14.64,18.19,1,1376000000.0,131745000.0,0.0,0.0,0.0,-17.8933,0.0,0.0,0.0,0.0,10.9939,1.0,0.0,40.0,0.0,0.0
rf0054 ,0.01,0.75,0.02,0.01,0.45,0.04,11.14,0.08,11.14,19.32,0.03,0.90474224,0.05,0.34,0.11,0.1,10.54719,0.06,0.02,12.11,5.14,14.63,12.55,13.85,1.1,2.43,-0.06,11.36,13.42,0.91,0.18,28.71,0.12,0.05,3.96,4.88,2.64,2.29,10.47,-99.0,5522.16,-99.0,0.05,-20.72,3.34,13.18,0.19,0.02,0.17,5593.8,0.17,0.07,0.03,11.07,16.27,1,621501000.0,0.0,65.7579,123.462,123.462,-21.9509,12.1683,62.1555,12.2173,123.462,12.4029,3.0,0.130326,39.0,123.462,13.0878
rf0055 ,0.01,0.63,0.02,0.01,0.12,0.04,10.45,0.08,10.38,16.87,0.03,0.84552793,0.02,0.17,0.03,0.11,10.566241,0.06,0.08,11.32,11.41,13.72,11.82,13.04,0.94,2.24,-0.08,10.64,12.66,0.66,0.19,39.29,0.03,0.02,3.64,4.55,2.35,2.03,10.67,-99.0,5522.16,-99.0,0.02,-21.49,3.15,12.44,0.2,0.03,0.05,5482.5,0.02,0.02,0.02,10.59,15.17,1,3461330000.0,195812000.0,65.7579,123.462,123.462,-21.9509,12.1683,62.1555,12.2173,123.462,12.4029,3.0,0.130326,39.0,123.462,13.0878
rf0056 ,0.01,0.73,0.02,0.01,0.18,0.04,11.95,0.07,12.05,20.23,0.03,1.0771972,0.02,0.3,0.07,0.1,10.62946,0.05,0.33,13.08,5.3,15.56,13.63,14.82,1.06,2.36,-0.05,12.33,14.44,0.77,0.17,21.84,0.05,0.02,3.84,4.73,2.54,2.21,9.99,-99.0,5372.3,-99.0,0.02,-19.65,3.24,14.19,0.18,0.02,0.29,5372.3,0.33,0.29,0.02,12.51,16.94,1,240554000.0,0.0,0.0,0.0,0.0,-19.6547,0.0,0.0,0.0,0.0,11.3769,1.0,0.0,41.0,0.0,0.0
rf0057 ,0.01,0.41,0.02,0.01,0.05,0.04,12.02,0.08,11.88,16.53,0.03,0.80181104,0.03,0.07,0.04,0.11,10.96624,0.06,0.07,12.43,15.59,14.63,13.23,14.17,0.63,1.77,-0.13,12.05,13.91,0.43,0.2,34.89,0.2,0.03,2.86,3.63,1.72,1.5,9.91,-99.0,5583.3,-99.0,0.03,-20.4,2.54,13.73,0.2,0.03,0.07,5583.3,0.02,0.18,0.02,12.23,15.73,1,6651220000.0,180169000.0,0.0,0.0,0.0,-20.3959,0.0,0.0,0.0,0.0,11.6149,1.0,0.0,43.0,0.0,0.0
rf0058 ,0.01,0.41,0.02,0.01,0.34,0.04,14.18,0.08,-99.0,18.59,0.03,1.1085537,0.04,0.69,0.44,0.11,11.122973,0.06,-99.0,15.73,10.39,16.73,15.7,16.28,0.63,1.78,-0.06,14.46,16.02,0.84,0.19,21.88,0.17,0.03,2.83,3.62,1.67,1.46,9.03,-99.0,5592.0,-99.0,0.04,-18.29,2.57,15.76,0.19,0.02,0.03,5592.0,0.03,0.56,0.02,14.37,17.69,1,1430780000.0,135548000.0,0.0,0.0,0.0,-18.286,0.0,0.0,0.0,0.0,11.0719,1.0,0.0,44.0,0.0,0.0
rf0059 ,0.01,0.27,0.01,0.01,0.24,0.03,14.53,0.06,-99.0,18.65,0.02,-0.36227705,0.08,0.55,0.35,0.08,11.162136,0.04,-99.0,15.73,9.0,17.08,15.93,16.74,0.43,1.54,-0.06,-99.0,16.56,0.51,0.14,21.95,-99.0,0.03,2.51,3.3,1.4,1.24,8.61,-99.0,5733.2,-99.0,0.02,-17.87,2.33,16.38,0.14,0.02,0.05,5733.2,0.04,0.29,0.02,15.15,18.0,1,1423850000.0,113364000.0,0.0,0.0,0.0,-17.8695,0.0,0.0,0.0,0.0,10.9909,1.0,0.0,45.0,0.0,0.0
rf0060 ,0.01,0.39,0.02,0.01,1.05,0.04,14.04,0.07,13.62,18.15,0.03,-0.70129719,0.05,0.65,0.28,0.1,11.696368,0.05,0.17,14.54,9.0,16.49,15.22,16.03,0.62,1.86,0.01,13.67,15.81,0.33,0.18,18.1,0.1,0.02,2.86,3.72,1.62,1.39,8.91,-99.0,4871.4,-99.0,0.02,-18.23,2.72,15.64,0.18,0.02,0.05,4871.4,0.02,0.14,0.02,14.3,17.51,1,1347490000.0,83325100.0,0.0,0.0,0.0,-18.2319,0.0,0.0,0.0,0.0,11.0569,1.0,0.0,47.0,0.0,0.0
rf0061 ,0.01,0.39,0.02,0.01,0.78,0.05,14.71,0.09,14.37,19.23,0.04,-1.148585,0.09,0.63,0.25,0.12,11.819752,0.07,0.25,15.37,8.57,17.12,16.04,16.62,0.59,1.71,-0.04,-99.0,16.33,0.76,0.22,18.52,-99.0,0.02,2.87,3.65,1.75,1.55,8.89,-99.0,5898.7,-99.0,0.1,-18.07,2.48,16.26,0.22,0.03,0.06,5898.7,0.06,0.48,0.07,14.67,18.29,1,627784000.0,50836400.0,0.0,0.0,0.0,-18.0717,0.0,0.0,0.0,0.0,11.0269,1.0,0.0,48.0,0.0,0.0
rf0062 ,0.01,0.68,0.02,0.01,-99.0,0.05,-99.0,0.09,10.27,17.47,0.03,1.115894,0.02,-99.0,0.02,0.12,12.398937,0.06,0.06,11.5,33.66,14.4,12.13,13.66,1.06,2.73,-0.14,10.59,13.23,0.15,0.22,72.98,0.09,0.02,4.23,5.31,2.56,2.17,10.37,-99.0,5399.5,-99.0,0.02,-20.84,3.82,12.88,0.22,0.03,0.03,5399.5,0.03,0.07,0.02,-99.0,15.79,1,9179650000.0,124383000.0,0.0,0.0,0.0,-20.8394,0.0,0.0,0.0,0.0,11.7979,1.0,0.0,49.0,0.0,0.0
rf0063 ,0.01,0.58,0.02,0.01,0.03,0.05,11.49,0.09,11.46,17.55,0.04,0.96290589,0.02,0.03,0.02,0.12,12.467789,0.07,0.02,12.55,11.15,15.14,13.06,14.49,0.92,2.45,-0.13,11.72,14.13,0.27,0.22,25.75,0.08,0.02,3.75,4.77,2.21,1.87,9.85,-99.0,4748.7,-99.0,0.02,-19.73,3.48,13.82,0.23,0.03,0.03,4748.7,0.05,0.02,0.02,11.87,16.42,1,6798920000.0,141192000.0,0.0,0.0,0.0,-19.7324,0.0,0.0,0.0,0.0,11.3989,1.0,0.0,50.0,0.0,0.0
rf0064 ,0.02,0.21,0.04,0.01,0.39,0.08,15.99,0.15,-99.0,18.84,0.06,-0.5306116,0.14,1.64,0.7,0.21,12.621074,0.11,-99.0,-99.0,5.02,17.63,16.49,17.31,0.34,1.41,0.02,-99.0,17.15,0.9,0.37,11.9,-99.0,0.02,2.3,3.06,1.23,1.1,8.33,-99.0,5818.4,-99.0,0.05,-17.39,2.18,17.01,0.38,0.05,0.04,5818.4,0.06,-99.0,0.03,15.92,18.57,1,1199520000.0,33906500.0,15.1546,0.0,0.0,-17.7207,10.6101,12.0916,10.8063,0.0,10.9019,1.0,0.0952446,51.0,0.0,0.0
rf0065 ,0.01,0.4,0.02,0.01,0.18,0.05,13.7,0.09,13.78,18.36,0.04,0.8514702,0.02,0.1,0.06,0.12,12.714973,0.07,0.3,14.55,13.97,16.38,14.91,15.92,0.61,1.76,-0.05,13.81,15.69,0.16,0.22,29.0,0.41,0.02,2.86,3.65,1.71,1.5,9.05,-99.0,4692.5,-99.0,0.02,-18.28,2.54,15.48,0.22,0.03,0.04,4692.5,0.03,0.22,0.03,14.07,17.46,1,1346880000.0,106053000.0,0.0,0.0,0.0,-18.2752,0.0,0.0,0.0,0.0,11.0699,1.0,0.0,52.0,0.0,0.0
rf0066 ,0.01,0.31,0.02,0.01,0.21,0.05,14.29,0.09,14.3,18.46,0.04,0.56493067,0.03,0.25,0.23,0.12,12.955997,0.07,0.4,15.02,6.81,16.64,15.5,16.24,0.47,1.55,0.2,-99.0,16.06,0.36,0.22,20.97,-99.0,0.02,2.6,3.36,1.52,1.36,8.77,-99.0,4735.7,-99.0,0.02,-17.98,2.31,15.91,0.22,0.03,0.03,4735.7,0.03,0.46,0.02,14.65,17.61,1,309564000.0,17403100.0,0.0,0.0,0.0,-17.9785,0.0,0.0,0.0,0.0,11.0109,1.0,0.0,53.0,0.0,0.0
rf0067 ,0.01,0.32,0.02,0.01,1.07,0.05,16.58,0.09,-99.0,19.68,0.04,0.75545443,0.52,1.57,-99.0,0.13,13.66631,0.07,-99.0,-99.0,7.93,18.22,-99.0,17.81,0.49,1.61,-0.02,-99.0,17.56,0.55,0.23,20.03,-99.0,0.05,2.56,3.33,1.44,1.26,8.27,-99.0,5686.4,-99.0,0.06,-16.8,2.39,17.49,0.23,0.03,0.1,5686.4,0.12,-99.0,0.03,16.96,18.96,0,595683000.0,26116900.0,0.0,0.0,0.0,-16.8045,0.0,0.0,0.0,0.0,10.8046,1.0,0.0,420.0,0.0,0.0
rf0068 ,0.02,0.26,0.03,0.01,4.8,0.06,15.55,0.11,-99.0,19.51,0.04,0.58835076,0.29,2.46,0.45,0.14,13.93738,0.08,-99.0,-99.0,8.43,17.84,17.17,17.49,0.41,1.51,-0.04,-99.0,17.32,0.37,0.25,19.02,-99.0,0.02,2.52,3.31,1.42,1.27,8.27,-99.0,5516.0,-99.0,0.04,-17.07,2.3,16.96,0.26,0.03,0.05,5516.0,0.05,-99.0,0.02,16.41,18.81,1,813245000.0,95344800.0,0.0,0.0,0.0,-17.0659,0.0,0.0,0.0,0.0,10.8659,1.0,0.0,54.0,0.0,0.0
rf0069 ,0.02,0.28,0.03,0.01,1.03,0.07,16.9,0.13,-99.0,20.44,0.05,-1.0735834,0.21,0.81,1.01,0.18,13.963345,0.1,-99.0,-99.0,2.0,19.33,18.32,18.97,0.45,1.63,0.11,-99.0,18.79,0.72,0.32,4.5,-99.0,0.03,2.47,3.31,1.29,1.11,7.55,-99.0,4600.4,-99.0,0.03,-15.21,2.48,18.59,0.33,0.04,0.07,4600.4,0.3,-99.0,0.03,16.62,20.22,0,0.0,0.0,0.0,0.0,0.0,-15.211,0.0,0.0,0.0,0.0,10.4069,1.0,0.0,539.0,0.0,0.0
rf0070 ,0.02,0.32,0.03,0.01,0.52,0.07,15.4,0.13,-99.0,19.86,0.05,-0.89962443,0.06,1.02,0.34,0.18,14.523497,0.1,-99.0,-99.0,2.72,18.13,16.9,17.73,0.5,1.66,0.06,-99.0,17.52,0.93,0.32,6.14,-99.0,0.03,2.7,3.52,1.55,1.36,8.25,-99.0,5279.5,-99.0,0.02,-16.76,2.48,17.36,0.33,0.04,0.05,5279.5,0.05,-99.0,0.02,16.09,19.17,0,0.0,0.0,0.0,0.0,0.0,-16.757,0.0,0.0,0.0,0.0,10.7955,1.0,0.0,422.0,0.0,0.0
rf0071 ,0.02,0.44,0.03,0.01,0.02,0.07,11.1,0.13,10.95,15.68,0.05,0.58749431,0.02,0.04,0.02,0.17,14.703615,0.09,0.08,11.95,10.86,14.01,12.37,13.51,0.68,1.91,-0.13,11.46,13.23,0.95,0.3,23.52,0.34,0.06,2.95,3.8,1.71,1.47,10.19,-99.0,5548.8,-99.0,0.03,-21.07,2.77,13.03,0.31,0.04,0.04,5548.8,0.02,0.09,0.02,11.35,15.12,1,9386800000.0,148291000.0,17.6363,64.8986,64.8986,-21.0842,10.3504,14.0717,10.5465,64.8986,11.8969,1.0,0.0386688,55.0,64.8986,12.2867
rf0072 ,0.02,0.14,0.02,0.01,0.36,0.06,14.82,0.1,-99.0,17.65,0.04,1.0056997,0.03,0.71,0.48,0.14,14.731433,0.07,-99.0,15.76,8.86,16.44,15.48,16.25,0.23,1.23,0.03,14.44,16.1,0.56,0.25,20.29,0.37,0.02,2.07,2.8,1.07,0.98,8.57,-99.0,5462.25,-99.0,0.02,-18.3,1.96,16.01,0.26,0.03,0.03,5474.3,0.02,0.52,0.02,14.65,17.26,1,4532130000.0,158769000.0,21.3577,42.4822,42.4822,-19.2043,10.3214,17.041,10.5175,42.4822,11.2639,2.0,0.0246665,56.0,42.4822,11.9028
rf0073 ,0.02,0.25,0.02,0.01,0.07,0.06,13.75,0.1,13.83,17.92,0.04,1.0011835,0.03,0.08,0.11,0.14,14.767174,0.08,0.1,14.66,3.26,16.26,14.97,15.94,0.4,1.51,0.02,14.07,15.78,0.58,0.25,7.84,0.11,0.03,2.51,3.32,1.4,1.25,8.87,-99.0,5462.25,-99.0,0.02,-18.59,2.32,15.64,0.26,0.03,0.04,5450.2,0.03,0.07,0.02,14.0,17.28,1,4492320000.0,157374000.0,21.3577,42.4822,42.4822,-19.2043,10.3214,17.041,10.5175,42.4822,11.2639,2.0,0.0246665,56.0,42.4822,11.9028
rf0074 ,0.02,0.28,0.02,0.01,-99.0,0.06,-99.0,0.1,12.23,16.24,0.04,0.91675446,0.03,-99.0,0.06,0.14,14.925815,0.08,0.21,12.92,15.56,14.73,13.76,14.37,0.44,1.52,-0.14,12.36,14.16,0.89,0.25,31.84,0.63,0.02,2.49,3.25,1.41,1.25,9.55,-99.0,5398.4,-99.0,0.02,-20.15,2.28,14.0,0.26,0.03,0.04,5398.4,0.02,0.24,0.02,-99.0,15.68,1,5235460000.0,140361000.0,0.0,0.0,0.0,-20.1467,0.0,0.0,0.0,0.0,11.5269,1.0,0.0,57.0,0.0,0.0
rf0075 ,0.02,0.38,0.03,0.01,0.25,0.07,13.52,0.12,-99.0,17.92,0.05,-0.73131234,0.03,1.09,0.21,0.17,15.209051,0.09,-99.0,14.4,12.2,16.2,15.16,15.75,0.58,1.72,-0.11,-99.0,15.53,0.85,0.29,25.92,-99.0,0.02,2.75,3.53,1.61,1.41,9.25,-99.0,5591.2,-99.0,0.02,-18.85,2.5,15.2,0.3,0.04,0.05,5591.2,0.02,0.25,0.02,14.27,17.07,1,1941570000.0,70395400.0,0.0,0.0,0.0,-18.8477,0.0,0.0,0.0,0.0,11.1849,1.0,0.0,58.0,0.0,0.0
rf0076 ,0.02,0.38,0.03,0.01,0.66,0.06,15.56,0.12,-99.0,19.75,0.05,0.5121939,0.05,0.67,0.23,0.16,15.504031,0.09,-99.0,15.41,3.56,18.01,16.61,17.54,0.59,1.78,0.08,-99.0,17.32,0.45,0.29,8.82,-99.0,0.02,2.83,3.66,1.65,1.44,8.49,-99.0,5611.2,-99.0,0.02,-17.06,2.6,17.14,0.29,0.04,0.06,5611.2,0.08,0.49,0.02,15.56,19.07,1,270075000.0,24621100.0,0.0,0.0,0.0,-17.062,0.0,0.0,0.0,0.0,10.8649,1.0,0.0,59.0,0.0,0.0
rf0077 ,0.02,0.29,0.03,0.01,-99.0,0.07,14.67,0.13,14.19,18.06,0.05,-0.74954697,0.04,0.27,-99.0,0.18,15.676783,0.09,0.14,15.04,5.27,16.62,-99.0,16.24,0.45,1.52,0.0,14.78,16.03,0.86,0.31,10.94,0.51,0.03,2.48,3.21,1.4,1.24,8.89,-99.0,5644.7,-99.0,0.03,-18.38,2.26,15.92,0.32,0.04,0.03,5644.7,0.03,0.16,0.02,-99.0,17.58,1,501810000.0,34403200.0,0.0,0.0,0.0,-18.3818,0.0,0.0,0.0,0.0,11.0879,1.0,0.0,60.0,0.0,0.0
rf0078 ,0.02,0.7,0.04,0.01,0.15,0.08,-99.0,0.15,13.56,21.33,0.06,-0.31966061,0.02,-99.0,0.09,0.2,15.72456,0.11,0.45,14.78,2.11,17.07,15.02,16.34,1.02,2.28,-0.04,13.93,15.98,0.9,0.36,7.07,0.07,0.02,3.71,4.55,2.45,2.13,9.39,-99.0,5573.3,-99.0,0.02,-18.27,3.11,15.7,0.37,0.05,0.15,5573.3,0.23,0.27,0.02,13.97,18.64,1,85211200.0,0.0,72.5819,72.1868,72.1868,-18.5161,12.0062,57.912,12.2023,72.1868,11.0669,1.0,0.103345,61.0,72.1868,12.2703
rf0079 ,0.02,0.37,0.03,0.01,-99.0,0.07,17.07,0.13,-99.0,19.32,0.05,-0.67819545,0.03,2.38,0.65,0.18,15.747876,0.1,-99.0,-99.0,4.46,17.39,15.94,16.94,0.55,1.63,0.0,14.41,16.66,0.92,0.33,9.97,0.12,0.06,2.73,3.46,1.66,1.47,8.63,-99.0,5320.23,-99.0,0.02,-17.4,2.36,16.48,0.33,0.04,0.08,4925.8,0.05,-99.0,0.02,-99.0,18.53,1,280532000.0,23320600.0,191.952,62.3308,83.0185,-20.7708,13.4822,196.932,13.46,83.0185,11.7579,8.0,0.267467,62.0,110.252,13.0736
rf0080 ,0.02,0.75,0.04,0.02,-99.0,0.09,-99.0,0.16,11.32,19.29,0.06,-1.1108452,0.03,-99.0,0.28,0.22,15.757275,0.11,0.07,12.41,7.65,14.99,12.92,14.2,1.1,2.42,-0.01,11.83,13.77,0.86,0.38,28.93,0.04,0.02,3.95,4.87,2.63,2.28,10.33,-99.0,5363.1,-99.0,0.02,-20.34,3.33,13.49,0.39,0.05,0.06,5363.1,0.2,0.04,0.02,-99.0,16.67,1,524886000.0,0.0,0.0,0.0,0.0,-20.3363,0.0,0.0,0.0,0.0,11.5919,1.0,0.0,63.0,0.0,0.0
rf0081 ,0.02,0.67,0.03,0.01,-99.0,0.07,13.49,0.14,13.76,20.38,0.05,-0.71225804,0.04,0.44,0.1,0.18,15.807981,0.1,0.2,14.05,8.15,16.57,14.93,15.83,0.97,2.18,0.0,14.14,15.18,0.83,0.33,23.69,0.24,0.05,3.55,4.31,2.34,2.04,9.47,-99.0,5320.23,-99.0,0.04,-18.6,2.94,15.12,0.34,0.04,0.06,5146.5,0.43,0.67,0.04,-99.0,17.92,1,90179200.0,26824700.0,191.952,62.3308,83.0185,-20.7708,13.4822,196.932,13.46,83.0185,11.7579,8.0,0.267467,62.0,110.252,13.0736
rf0082 ,0.02,0.69,0.03,0.01,0.42,0.07,13.02,0.13,12.64,20.53,0.05,-0.58959515,0.03,0.27,0.05,0.17,15.831375,0.09,0.07,13.71,5.06,16.24,14.28,15.54,1.0,2.27,0.03,13.15,15.17,0.8,0.3,13.24,0.04,0.03,3.69,4.52,2.43,2.12,9.69,-99.0,5320.23,-99.0,0.02,-19.08,3.1,14.91,0.31,0.04,0.03,5624.9,0.21,0.07,0.02,14.08,17.83,1,137463000.0,0.0,191.952,62.3308,83.0185,-20.7708,13.4822,196.932,13.46,83.0185,11.7579,8.0,0.267467,62.0,110.252,13.0736
rf0083 ,0.02,0.26,0.03,0.01,0.2,0.07,15.31,0.12,-99.0,18.87,0.05,-0.60700495,0.08,0.41,0.17,0.17,15.890036,0.09,-99.0,15.26,4.46,17.58,16.51,17.25,0.41,1.52,-0.14,-99.0,17.07,0.55,0.3,9.24,-99.0,0.02,2.41,3.2,1.31,1.15,8.35,-99.0,5320.23,-99.0,0.03,-17.28,2.31,16.9,0.3,0.04,0.05,5399.7,0.06,0.29,0.02,15.5,18.52,1,853479000.0,77065400.0,191.952,62.3308,83.0185,-20.7708,13.4822,196.932,13.46,83.0185,11.7579,8.0,0.267467,62.0,110.252,13.0736
rf0084 ,0.02,0.35,0.03,0.01,0.23,0.07,12.97,0.13,12.96,17.27,0.05,-0.49081685,0.05,0.14,0.09,0.18,15.91186,0.09,0.47,13.64,16.03,15.54,14.14,15.11,0.54,1.66,-0.05,13.16,14.89,0.3,0.31,31.52,0.33,0.02,2.72,3.5,1.59,1.4,9.41,-99.0,5320.23,-99.0,0.02,-19.39,2.45,14.72,0.32,0.04,0.1,5333.0,0.02,0.1,0.02,13.39,16.56,1,3438940000.0,53276500.0,191.952,62.3308,83.0185,-20.7708,13.4822,196.932,13.46,83.0185,11.7579,8.0,0.267467,62.0,110.252,13.0736
